Entity_Name,Entity_Type,Year,Quarter,registeredUser,State
795004,Pincode,2018,3,10911,manipur
795001,Pincode,2018,3,4101,manipur
795138,Pincode,2018,3,3219,manipur
795133,Pincode,2018,3,2534,manipur
795002,Pincode,2018,3,2316,manipur
795008,Pincode,2018,3,2279,manipur
795103,Pincode,2018,3,2219,manipur
795130,Pincode,2018,3,2128,manipur
795149,Pincode,2018,3,2114,manipur
795148,Pincode,2018,3,2056,manipur
imphal west,District,2018,3,21696,manipur
imphal east,District,2018,3,13541,manipur
thoubal,District,2018,3,6112,manipur
bishnupur,District,2018,3,5106,manipur
churachandpur,District,2018,3,3420,manipur
kangpokpi,District,2018,3,3073,manipur
kakching,District,2018,3,2326,manipur
ukhrul,District,2018,3,1346,manipur
tamenglong,District,2018,3,1268,manipur
jiribam,District,2018,3,1086,manipur
795004,Pincode,2018,2,8370,manipur
795001,Pincode,2018,2,3001,manipur
795138,Pincode,2018,2,2602,manipur
795133,Pincode,2018,2,1893,manipur
795130,Pincode,2018,2,1795,manipur
795149,Pincode,2018,2,1775,manipur
795008,Pincode,2018,2,1773,manipur
795002,Pincode,2018,2,1728,manipur
795148,Pincode,2018,2,1539,manipur
795103,Pincode,2018,2,1516,manipur
imphal west,District,2018,2,16541,manipur
imphal east,District,2018,2,10390,manipur
thoubal,District,2018,2,4771,manipur
bishnupur,District,2018,2,3751,manipur
churachandpur,District,2018,2,2362,manipur
kangpokpi,District,2018,2,2183,manipur
kakching,District,2018,2,1571,manipur
ukhrul,District,2018,2,905,manipur
tamenglong,District,2018,2,824,manipur
jiribam,District,2018,2,732,manipur
795004,Pincode,2018,1,5825,manipur
795001,Pincode,2018,1,2063,manipur
795138,Pincode,2018,1,1608,manipur
795008,Pincode,2018,1,1230,manipur
795133,Pincode,2018,1,1211,manipur
795002,Pincode,2018,1,1189,manipur
795130,Pincode,2018,1,1034,manipur
795149,Pincode,2018,1,1034,manipur
795009,Pincode,2018,1,970,manipur
795010,Pincode,2018,1,948,manipur
imphal west,District,2018,1,11304,manipur
imphal east,District,2018,1,6759,manipur
thoubal,District,2018,1,2764,manipur
bishnupur,District,2018,1,2371,manipur
churachandpur,District,2018,1,1524,manipur
kangpokpi,District,2018,1,1439,manipur
kakching,District,2018,1,915,manipur
ukhrul,District,2018,1,602,manipur
tamenglong,District,2018,1,550,manipur
jiribam,District,2018,1,460,manipur
795004,Pincode,2018,4,14342,manipur
795001,Pincode,2018,4,5526,manipur
795138,Pincode,2018,4,4221,manipur
795133,Pincode,2018,4,3508,manipur
795002,Pincode,2018,4,3077,manipur
795103,Pincode,2018,4,2985,manipur
795008,Pincode,2018,4,2877,manipur
795148,Pincode,2018,4,2734,manipur
795149,Pincode,2018,4,2679,manipur
795010,Pincode,2018,4,2549,manipur
imphal west,District,2018,4,28383,manipur
imphal east,District,2018,4,17777,manipur
thoubal,District,2018,4,8027,manipur
bishnupur,District,2018,4,7049,manipur
churachandpur,District,2018,4,4951,manipur
kangpokpi,District,2018,4,4249,manipur
kakching,District,2018,4,3153,manipur
ukhrul,District,2018,4,1842,manipur
tamenglong,District,2018,4,1712,manipur
jiribam,District,2018,4,1393,manipur
795004,Pincode,2023,2,73902,manipur
795001,Pincode,2023,2,30512,manipur
795138,Pincode,2023,2,23606,manipur
795133,Pincode,2023,2,23177,manipur
795103,Pincode,2023,2,20138,manipur
795002,Pincode,2023,2,17664,manipur
795008,Pincode,2023,2,17497,manipur
795148,Pincode,2023,2,16688,manipur
795010,Pincode,2023,2,16376,manipur
795149,Pincode,2023,2,16351,manipur
imphal west,District,2023,2,157911,manipur
imphal east,District,2023,2,102530,manipur
thoubal,District,2023,2,48169,manipur
bishnupur,District,2023,2,46010,manipur
churachandpur,District,2023,2,40043,manipur
kangpokpi,District,2023,2,32306,manipur
kakching,District,2023,2,21613,manipur
ukhrul,District,2023,2,15758,manipur
tamenglong,District,2023,2,13463,manipur
chandel,District,2023,2,10941,manipur
795004,Pincode,2023,1,71219,manipur
795001,Pincode,2023,1,29381,manipur
795138,Pincode,2023,1,22719,manipur
795133,Pincode,2023,1,22153,manipur
795103,Pincode,2023,1,19287,manipur
795002,Pincode,2023,1,16940,manipur
795008,Pincode,2023,1,16826,manipur
795148,Pincode,2023,1,16007,manipur
795149,Pincode,2023,1,15692,manipur
795010,Pincode,2023,1,15662,manipur
imphal west,District,2023,1,151777,manipur
imphal east,District,2023,1,98499,manipur
thoubal,District,2023,1,46248,manipur
bishnupur,District,2023,1,44031,manipur
churachandpur,District,2023,1,38361,manipur
kangpokpi,District,2023,1,30917,manipur
kakching,District,2023,1,20700,manipur
ukhrul,District,2023,1,15024,manipur
tamenglong,District,2023,1,12843,manipur
chandel,District,2023,1,10406,manipur
795004,Pincode,2022,3,65086,manipur
795001,Pincode,2022,3,26851,manipur
795138,Pincode,2022,3,20753,manipur
795133,Pincode,2022,3,20419,manipur
795103,Pincode,2022,3,17684,manipur
795002,Pincode,2022,3,15491,manipur
795008,Pincode,2022,3,15410,manipur
795148,Pincode,2022,3,14636,manipur
795149,Pincode,2022,3,14379,manipur
795010,Pincode,2022,3,14377,manipur
imphal west,District,2022,3,138892,manipur
imphal east,District,2022,3,90100,manipur
thoubal,District,2022,3,42321,manipur
bishnupur,District,2022,3,40486,manipur
churachandpur,District,2022,3,35081,manipur
kangpokpi,District,2022,3,28377,manipur
kakching,District,2022,3,18979,manipur
ukhrul,District,2022,3,14002,manipur
tamenglong,District,2022,3,11830,manipur
chandel,District,2022,3,9647,manipur
795004,Pincode,2022,2,61814,manipur
795001,Pincode,2022,2,25501,manipur
795138,Pincode,2022,2,19715,manipur
795133,Pincode,2022,2,19429,manipur
795103,Pincode,2022,2,16787,manipur
795002,Pincode,2022,2,14709,manipur
795008,Pincode,2022,2,14659,manipur
795148,Pincode,2022,2,13885,manipur
795010,Pincode,2022,2,13673,manipur
795149,Pincode,2022,2,13652,manipur
imphal west,District,2022,2,131901,manipur
imphal east,District,2022,2,85559,manipur
thoubal,District,2022,2,40196,manipur
bishnupur,District,2022,2,38512,manipur
churachandpur,District,2022,2,33293,manipur
kangpokpi,District,2022,2,27002,manipur
kakching,District,2022,2,18011,manipur
ukhrul,District,2022,2,13435,manipur
tamenglong,District,2022,2,11310,manipur
chandel,District,2022,2,9201,manipur
795004,Pincode,2022,1,58698,manipur
795001,Pincode,2022,1,24200,manipur
795138,Pincode,2022,1,18698,manipur
795133,Pincode,2022,1,18416,manipur
795103,Pincode,2022,1,15858,manipur
795002,Pincode,2022,1,13936,manipur
795008,Pincode,2022,1,13884,manipur
795148,Pincode,2022,1,13156,manipur
795010,Pincode,2022,1,12970,manipur
795149,Pincode,2022,1,12932,manipur
imphal west,District,2022,1,125131,manipur
imphal east,District,2022,1,81134,manipur
thoubal,District,2022,1,38088,manipur
bishnupur,District,2022,1,36514,manipur
churachandpur,District,2022,1,31533,manipur
kangpokpi,District,2022,1,25589,manipur
kakching,District,2022,1,17014,manipur
ukhrul,District,2022,1,12728,manipur
tamenglong,District,2022,1,10719,manipur
chandel,District,2022,1,8724,manipur
795004,Pincode,2022,4,68237,manipur
795001,Pincode,2022,4,28149,manipur
795138,Pincode,2022,4,21736,manipur
795133,Pincode,2022,4,21231,manipur
795103,Pincode,2022,4,18448,manipur
795002,Pincode,2022,4,16213,manipur
795008,Pincode,2022,4,16111,manipur
795148,Pincode,2022,4,15321,manipur
795149,Pincode,2022,4,15025,manipur
795010,Pincode,2022,4,15009,manipur
imphal west,District,2022,4,145422,manipur
imphal east,District,2022,4,94344,manipur
thoubal,District,2022,4,44264,manipur
bishnupur,District,2022,4,42189,manipur
churachandpur,District,2022,4,36722,manipur
kangpokpi,District,2022,4,29563,manipur
kakching,District,2022,4,19797,manipur
ukhrul,District,2022,4,14415,manipur
tamenglong,District,2022,4,12297,manipur
chandel,District,2022,4,9973,manipur
795004,Pincode,2020,3,37728,manipur
795001,Pincode,2020,3,15470,manipur
795138,Pincode,2020,3,12056,manipur
795133,Pincode,2020,3,11530,manipur
795103,Pincode,2020,3,10017,manipur
795002,Pincode,2020,3,8812,manipur
795008,Pincode,2020,3,8766,manipur
795148,Pincode,2020,3,8207,manipur
795149,Pincode,2020,3,8206,manipur
795010,Pincode,2020,3,8105,manipur
imphal west,District,2020,3,79723,manipur
imphal east,District,2020,3,51383,manipur
thoubal,District,2020,3,24183,manipur
bishnupur,District,2020,3,22965,manipur
churachandpur,District,2020,3,19501,manipur
kangpokpi,District,2020,3,15966,manipur
kakching,District,2020,3,10752,manipur
ukhrul,District,2020,3,7657,manipur
tamenglong,District,2020,3,6475,manipur
chandel,District,2020,3,5252,manipur
795004,Pincode,2020,2,32442,manipur
795001,Pincode,2020,2,13115,manipur
795138,Pincode,2020,2,10076,manipur
795133,Pincode,2020,2,9675,manipur
795103,Pincode,2020,2,8426,manipur
795002,Pincode,2020,2,7522,manipur
795008,Pincode,2020,2,7283,manipur
795148,Pincode,2020,2,6862,manipur
795149,Pincode,2020,2,6744,manipur
795010,Pincode,2020,2,6572,manipur
imphal west,District,2020,2,67897,manipur
imphal east,District,2020,2,43144,manipur
thoubal,District,2020,2,20186,manipur
bishnupur,District,2020,2,19027,manipur
churachandpur,District,2020,2,15469,manipur
kangpokpi,District,2020,2,12965,manipur
kakching,District,2020,2,9028,manipur
ukhrul,District,2020,2,6223,manipur
tamenglong,District,2020,2,5158,manipur
chandel,District,2020,2,4278,manipur
795004,Pincode,2020,1,28400,manipur
795001,Pincode,2020,1,11267,manipur
795138,Pincode,2020,1,8206,manipur
795133,Pincode,2020,1,7649,manipur
795103,Pincode,2020,1,6635,manipur
795002,Pincode,2020,1,6376,manipur
795008,Pincode,2020,1,6066,manipur
795148,Pincode,2020,1,5614,manipur
795010,Pincode,2020,1,5397,manipur
795149,Pincode,2020,1,5197,manipur
imphal west,District,2020,1,57485,manipur
imphal east,District,2020,1,36105,manipur
thoubal,District,2020,1,16244,manipur
bishnupur,District,2020,1,15333,manipur
churachandpur,District,2020,1,12420,manipur
kangpokpi,District,2020,1,10241,manipur
kakching,District,2020,1,7075,manipur
ukhrul,District,2020,1,4892,manipur
tamenglong,District,2020,1,4169,manipur
chandel,District,2020,1,3471,manipur
795004,Pincode,2020,4,41917,manipur
795001,Pincode,2020,4,17273,manipur
795138,Pincode,2020,4,13264,manipur
795133,Pincode,2020,4,12893,manipur
795103,Pincode,2020,4,11106,manipur
795008,Pincode,2020,4,9845,manipur
795002,Pincode,2020,4,9803,manipur
795148,Pincode,2020,4,9237,manipur
795149,Pincode,2020,4,9058,manipur
795010,Pincode,2020,4,9055,manipur
imphal west,District,2020,4,88777,manipur
imphal east,District,2020,4,57282,manipur
thoubal,District,2020,4,26858,manipur
bishnupur,District,2020,4,25629,manipur
churachandpur,District,2020,4,21960,manipur
kangpokpi,District,2020,4,17814,manipur
kakching,District,2020,4,11913,manipur
ukhrul,District,2020,4,8651,manipur
tamenglong,District,2020,4,7322,manipur
chandel,District,2020,4,5987,manipur
795004,Pincode,2019,3,22710,manipur
795001,Pincode,2019,3,8963,manipur
795138,Pincode,2019,3,6388,manipur
795133,Pincode,2019,3,5752,manipur
795002,Pincode,2019,3,5070,manipur
795103,Pincode,2019,3,5001,manipur
795008,Pincode,2019,3,4684,manipur
795148,Pincode,2019,3,4254,manipur
795010,Pincode,2019,3,4102,manipur
795149,Pincode,2019,3,3974,manipur
imphal west,District,2019,3,45268,manipur
imphal east,District,2019,3,28331,manipur
thoubal,District,2019,3,12427,manipur
bishnupur,District,2019,3,11647,manipur
churachandpur,District,2019,3,9071,manipur
kangpokpi,District,2019,3,7621,manipur
kakching,District,2019,3,5355,manipur
ukhrul,District,2019,3,3488,manipur
tamenglong,District,2019,3,3085,manipur
chandel,District,2019,3,2581,manipur
795004,Pincode,2019,2,19706,manipur
795001,Pincode,2019,2,7662,manipur
795138,Pincode,2019,2,5616,manipur
795133,Pincode,2019,2,4966,manipur
795002,Pincode,2019,2,4424,manipur
795103,Pincode,2019,2,4265,manipur
795008,Pincode,2019,2,3990,manipur
795148,Pincode,2019,2,3777,manipur
795149,Pincode,2019,2,3589,manipur
795010,Pincode,2019,2,3558,manipur
imphal west,District,2019,2,39303,manipur
imphal east,District,2019,2,24652,manipur
thoubal,District,2019,2,10915,manipur
bishnupur,District,2019,2,10014,manipur
churachandpur,District,2019,2,7662,manipur
kangpokpi,District,2019,2,6407,manipur
kakching,District,2019,2,4599,manipur
ukhrul,District,2019,2,2981,manipur
tamenglong,District,2019,2,2628,manipur
chandel,District,2019,2,2175,manipur
795004,Pincode,2019,1,16916,manipur
795001,Pincode,2019,1,6562,manipur
795138,Pincode,2019,1,4947,manipur
795133,Pincode,2019,1,4247,manipur
795002,Pincode,2019,1,3738,manipur
795103,Pincode,2019,1,3612,manipur
795008,Pincode,2019,1,3437,manipur
795148,Pincode,2019,1,3259,manipur
795149,Pincode,2019,1,3182,manipur
795010,Pincode,2019,1,3025,manipur
imphal west,District,2019,1,33668,manipur
imphal east,District,2019,1,21136,manipur
thoubal,District,2019,1,9529,manipur
bishnupur,District,2019,1,8537,manipur
churachandpur,District,2019,1,6138,manipur
kangpokpi,District,2019,1,5212,manipur
kakching,District,2019,1,3850,manipur
ukhrul,District,2019,1,2368,manipur
tamenglong,District,2019,1,2148,manipur
jiribam,District,2019,1,1759,manipur
795004,Pincode,2019,4,25471,manipur
795001,Pincode,2019,4,10002,manipur
795138,Pincode,2019,4,7206,manipur
795133,Pincode,2019,4,6672,manipur
795103,Pincode,2019,4,5745,manipur
795002,Pincode,2019,4,5696,manipur
795008,Pincode,2019,4,5365,manipur
795148,Pincode,2019,4,4925,manipur
795010,Pincode,2019,4,4709,manipur
795149,Pincode,2019,4,4512,manipur
imphal west,District,2019,4,51063,manipur
imphal east,District,2019,4,31935,manipur
thoubal,District,2019,4,14194,manipur
bishnupur,District,2019,4,13387,manipur
churachandpur,District,2019,4,10431,manipur
kangpokpi,District,2019,4,8850,manipur
kakching,District,2019,4,6126,manipur
ukhrul,District,2019,4,4091,manipur
tamenglong,District,2019,4,3651,manipur
chandel,District,2019,4,3029,manipur
795004,Pincode,2021,3,52013,manipur
795001,Pincode,2021,3,21440,manipur
795138,Pincode,2021,3,16512,manipur
795133,Pincode,2021,3,16112,manipur
795103,Pincode,2021,3,13914,manipur
795008,Pincode,2021,3,12242,manipur
795002,Pincode,2021,3,12236,manipur
795148,Pincode,2021,3,11534,manipur
795010,Pincode,2021,3,11378,manipur
795149,Pincode,2021,3,11323,manipur
imphal west,District,2021,3,110506,manipur
imphal east,District,2021,3,71436,manipur
thoubal,District,2021,3,33478,manipur
bishnupur,District,2021,3,31996,manipur
churachandpur,District,2021,3,27600,manipur
kangpokpi,District,2021,3,22416,manipur
kakching,District,2021,3,14924,manipur
ukhrul,District,2021,3,11045,manipur
tamenglong,District,2021,3,9326,manipur
chandel,District,2021,3,7597,manipur
795004,Pincode,2021,2,48527,manipur
795001,Pincode,2021,2,19987,manipur
795138,Pincode,2021,2,15383,manipur
795133,Pincode,2021,2,14912,manipur
795103,Pincode,2021,2,12882,manipur
795008,Pincode,2021,2,11401,manipur
795002,Pincode,2021,2,11348,manipur
795148,Pincode,2021,2,10740,manipur
795010,Pincode,2021,2,10542,manipur
795149,Pincode,2021,2,10473,manipur
imphal west,District,2021,2,102833,manipur
imphal east,District,2021,2,66388,manipur
thoubal,District,2021,2,31139,manipur
bishnupur,District,2021,2,29671,manipur
churachandpur,District,2021,2,25573,manipur
kangpokpi,District,2021,2,20703,manipur
kakching,District,2021,2,13816,manipur
ukhrul,District,2021,2,10142,manipur
tamenglong,District,2021,2,8580,manipur
chandel,District,2021,2,6980,manipur
795004,Pincode,2021,1,45367,manipur
795001,Pincode,2021,1,18706,manipur
795138,Pincode,2021,1,14339,manipur
795133,Pincode,2021,1,13896,manipur
795103,Pincode,2021,1,12018,manipur
795008,Pincode,2021,1,10659,manipur
795002,Pincode,2021,1,10577,manipur
795148,Pincode,2021,1,10038,manipur
795010,Pincode,2021,1,9835,manipur
795149,Pincode,2021,1,9752,manipur
imphal west,District,2021,1,96101,manipur
imphal east,District,2021,1,62004,manipur
thoubal,District,2021,1,29072,manipur
bishnupur,District,2021,1,27615,manipur
churachandpur,District,2021,1,23827,manipur
kangpokpi,District,2021,1,19239,manipur
kakching,District,2021,1,12888,manipur
ukhrul,District,2021,1,9372,manipur
tamenglong,District,2021,1,7960,manipur
chandel,District,2021,1,6467,manipur
795004,Pincode,2021,4,55504,manipur
795001,Pincode,2021,4,22870,manipur
795138,Pincode,2021,4,17655,manipur
795133,Pincode,2021,4,17290,manipur
795103,Pincode,2021,4,14898,manipur
795002,Pincode,2021,4,13103,manipur
795008,Pincode,2021,4,13084,manipur
795148,Pincode,2021,4,12351,manipur
795010,Pincode,2021,4,12210,manipur
795149,Pincode,2021,4,12180,manipur
imphal west,District,2021,4,118056,manipur
imphal east,District,2021,4,76421,manipur
thoubal,District,2021,4,35832,manipur
bishnupur,District,2021,4,34316,manipur
churachandpur,District,2021,4,29651,manipur
kangpokpi,District,2021,4,24082,manipur
kakching,District,2021,4,15985,manipur
ukhrul,District,2021,4,11949,manipur
tamenglong,District,2021,4,10063,manipur
chandel,District,2021,4,8184,manipur
737101,Pincode,2018,3,6302,sikkim
737102,Pincode,2018,3,4818,sikkim
737132,Pincode,2018,3,4053,sikkim
737134,Pincode,2018,3,3387,sikkim
737135,Pincode,2018,3,3199,sikkim
737126,Pincode,2018,3,2325,sikkim
737120,Pincode,2018,3,2052,sikkim
737113,Pincode,2018,3,1970,sikkim
737103,Pincode,2018,3,1626,sikkim
737136,Pincode,2018,3,1612,sikkim
east,District,2018,3,23460,sikkim
south,District,2018,3,6943,sikkim
west,District,2018,3,4042,sikkim
north,District,2018,3,3192,sikkim
737101,Pincode,2018,2,4767,sikkim
737102,Pincode,2018,2,3632,sikkim
737132,Pincode,2018,2,3280,sikkim
737134,Pincode,2018,2,2541,sikkim
737135,Pincode,2018,2,2447,sikkim
737126,Pincode,2018,2,1652,sikkim
737120,Pincode,2018,2,1495,sikkim
737113,Pincode,2018,2,1414,sikkim
737136,Pincode,2018,2,1257,sikkim
737103,Pincode,2018,2,1181,sikkim
east,District,2018,2,17767,sikkim
south,District,2018,2,5147,sikkim
west,District,2018,2,2868,sikkim
north,District,2018,2,2315,sikkim
737101,Pincode,2018,1,3490,sikkim
737102,Pincode,2018,1,2643,sikkim
737132,Pincode,2018,1,2313,sikkim
737135,Pincode,2018,1,1769,sikkim
737134,Pincode,2018,1,1743,sikkim
737126,Pincode,2018,1,1175,sikkim
737113,Pincode,2018,1,1019,sikkim
737120,Pincode,2018,1,994,sikkim
737136,Pincode,2018,1,931,sikkim
737103,Pincode,2018,1,856,sikkim
east,District,2018,1,12749,sikkim
south,District,2018,1,3679,sikkim
west,District,2018,1,2048,sikkim
north,District,2018,1,1575,sikkim
737101,Pincode,2018,4,8184,sikkim
737102,Pincode,2018,4,6096,sikkim
737132,Pincode,2018,4,4951,sikkim
737134,Pincode,2018,4,4401,sikkim
737135,Pincode,2018,4,4040,sikkim
737126,Pincode,2018,4,3058,sikkim
737120,Pincode,2018,4,2748,sikkim
737113,Pincode,2018,4,2604,sikkim
737103,Pincode,2018,4,2161,sikkim
737136,Pincode,2018,4,1980,sikkim
east,District,2018,4,29948,sikkim
south,District,2018,4,8992,sikkim
west,District,2018,4,5328,sikkim
north,District,2018,4,4270,sikkim
737101,Pincode,2023,2,41406,sikkim
737102,Pincode,2023,2,28847,sikkim
737134,Pincode,2023,2,26811,sikkim
737132,Pincode,2023,2,22234,sikkim
737126,Pincode,2023,2,20106,sikkim
737135,Pincode,2023,2,19740,sikkim
737113,Pincode,2023,2,15390,sikkim
737121,Pincode,2023,2,13276,sikkim
737120,Pincode,2023,2,12382,sikkim
737103,Pincode,2023,2,10586,sikkim
east,District,2023,2,150852,sikkim
south,District,2023,2,55158,sikkim
west,District,2023,2,34427,sikkim
north,District,2023,2,22291,sikkim
737101,Pincode,2023,1,39951,sikkim
737102,Pincode,2023,1,27829,sikkim
737134,Pincode,2023,1,25736,sikkim
737132,Pincode,2023,1,21376,sikkim
737126,Pincode,2023,1,19329,sikkim
737135,Pincode,2023,1,18992,sikkim
737113,Pincode,2023,1,14738,sikkim
737121,Pincode,2023,1,12726,sikkim
737120,Pincode,2023,1,11868,sikkim
737103,Pincode,2023,1,10158,sikkim
east,District,2023,1,145199,sikkim
south,District,2023,1,52942,sikkim
west,District,2023,1,32945,sikkim
north,District,2023,1,21354,sikkim
737101,Pincode,2022,3,36580,sikkim
737102,Pincode,2022,3,25512,sikkim
737134,Pincode,2022,3,23630,sikkim
737132,Pincode,2022,3,19633,sikkim
737126,Pincode,2022,3,17775,sikkim
737135,Pincode,2022,3,17399,sikkim
737113,Pincode,2022,3,13634,sikkim
737121,Pincode,2022,3,11780,sikkim
737120,Pincode,2022,3,10901,sikkim
737103,Pincode,2022,3,9349,sikkim
east,District,2022,3,133152,sikkim
south,District,2022,3,48673,sikkim
west,District,2022,3,30513,sikkim
north,District,2022,3,19687,sikkim
737101,Pincode,2022,2,34848,sikkim
737102,Pincode,2022,2,24299,sikkim
737134,Pincode,2022,2,22433,sikkim
737132,Pincode,2022,2,18657,sikkim
737126,Pincode,2022,2,16979,sikkim
737135,Pincode,2022,2,16506,sikkim
737113,Pincode,2022,2,13025,sikkim
737121,Pincode,2022,2,11289,sikkim
737120,Pincode,2022,2,10381,sikkim
737103,Pincode,2022,2,8885,sikkim
east,District,2022,2,126666,sikkim
south,District,2022,2,46351,sikkim
west,District,2022,2,29184,sikkim
north,District,2022,2,18793,sikkim
737101,Pincode,2022,1,33157,sikkim
737102,Pincode,2022,1,23098,sikkim
737134,Pincode,2022,1,21281,sikkim
737132,Pincode,2022,1,17728,sikkim
737126,Pincode,2022,1,16079,sikkim
737135,Pincode,2022,1,15654,sikkim
737113,Pincode,2022,1,12301,sikkim
737121,Pincode,2022,1,10688,sikkim
737120,Pincode,2022,1,9820,sikkim
737103,Pincode,2022,1,8440,sikkim
east,District,2022,1,120360,sikkim
south,District,2022,1,43881,sikkim
west,District,2022,1,27594,sikkim
north,District,2022,1,17781,sikkim
737101,Pincode,2022,4,38348,sikkim
737102,Pincode,2022,4,26669,sikkim
737134,Pincode,2022,4,24659,sikkim
737132,Pincode,2022,4,20507,sikkim
737126,Pincode,2022,4,18512,sikkim
737135,Pincode,2022,4,18170,sikkim
737113,Pincode,2022,4,14122,sikkim
737121,Pincode,2022,4,12204,sikkim
737120,Pincode,2022,4,11369,sikkim
737103,Pincode,2022,4,9731,sikkim
east,District,2022,4,139175,sikkim
south,District,2022,4,50716,sikkim
west,District,2022,4,31605,sikkim
north,District,2022,4,20472,sikkim
737101,Pincode,2020,3,21525,sikkim
737102,Pincode,2020,3,15094,sikkim
737134,Pincode,2020,3,13624,sikkim
737132,Pincode,2020,3,11586,sikkim
737135,Pincode,2020,3,10222,sikkim
737126,Pincode,2020,3,10158,sikkim
737113,Pincode,2020,3,7782,sikkim
737121,Pincode,2020,3,6733,sikkim
737120,Pincode,2020,3,6342,sikkim
737103,Pincode,2020,3,5456,sikkim
east,District,2020,3,78018,sikkim
south,District,2020,3,28038,sikkim
west,District,2020,3,17400,sikkim
north,District,2020,3,11317,sikkim
737101,Pincode,2020,2,19227,sikkim
737102,Pincode,2020,2,13610,sikkim
737134,Pincode,2020,2,11915,sikkim
737132,Pincode,2020,2,10447,sikkim
737135,Pincode,2020,2,9160,sikkim
737126,Pincode,2020,2,8958,sikkim
737113,Pincode,2020,2,6822,sikkim
737120,Pincode,2020,2,5833,sikkim
737121,Pincode,2020,2,5749,sikkim
737103,Pincode,2020,2,4938,sikkim
east,District,2020,2,69829,sikkim
south,District,2020,2,24768,sikkim
west,District,2020,2,15082,sikkim
north,District,2020,2,10242,sikkim
737101,Pincode,2020,1,17139,sikkim
737102,Pincode,2020,1,12201,sikkim
737134,Pincode,2020,1,10222,sikkim
737132,Pincode,2020,1,9292,sikkim
737135,Pincode,2020,1,8051,sikkim
737126,Pincode,2020,1,7462,sikkim
737113,Pincode,2020,1,5869,sikkim
737120,Pincode,2020,1,5305,sikkim
737121,Pincode,2020,1,4720,sikkim
737103,Pincode,2020,1,4434,sikkim
east,District,2020,1,61820,sikkim
south,District,2020,1,21043,sikkim
west,District,2020,1,12746,sikkim
north,District,2020,1,9022,sikkim
737101,Pincode,2020,4,23744,sikkim
737102,Pincode,2020,4,16577,sikkim
737134,Pincode,2020,4,15077,sikkim
737132,Pincode,2020,4,12638,sikkim
737126,Pincode,2020,4,11350,sikkim
737135,Pincode,2020,4,11169,sikkim
737113,Pincode,2020,4,8583,sikkim
737121,Pincode,2020,4,7474,sikkim
737120,Pincode,2020,4,6926,sikkim
737103,Pincode,2020,4,5977,sikkim
east,District,2020,4,85770,sikkim
south,District,2020,4,31055,sikkim
west,District,2020,4,19217,sikkim
north,District,2020,4,12501,sikkim
737101,Pincode,2019,3,13584,sikkim
737102,Pincode,2019,3,9884,sikkim
737134,Pincode,2019,3,7809,sikkim
737132,Pincode,2019,3,7615,sikkim
737135,Pincode,2019,3,6481,sikkim
737126,Pincode,2019,3,5557,sikkim
737113,Pincode,2019,3,4526,sikkim
737120,Pincode,2019,3,4413,sikkim
737103,Pincode,2019,3,3643,sikkim
737121,Pincode,2019,3,3356,sikkim
east,District,2019,3,49404,sikkim
south,District,2019,3,16016,sikkim
west,District,2019,3,9481,sikkim
north,District,2019,3,7227,sikkim
737101,Pincode,2019,2,11751,sikkim
737102,Pincode,2019,2,8730,sikkim
737132,Pincode,2019,2,6732,sikkim
737134,Pincode,2019,2,6641,sikkim
737135,Pincode,2019,2,5696,sikkim
737126,Pincode,2019,2,4655,sikkim
737120,Pincode,2019,2,3941,sikkim
737113,Pincode,2019,2,3858,sikkim
737103,Pincode,2019,2,3239,sikkim
737121,Pincode,2019,2,2827,sikkim
east,District,2019,2,43048,sikkim
south,District,2019,2,13547,sikkim
west,District,2019,2,8064,sikkim
north,District,2019,2,6340,sikkim
737101,Pincode,2019,1,9811,sikkim
737102,Pincode,2019,1,7390,sikkim
737132,Pincode,2019,1,5823,sikkim
737134,Pincode,2019,1,5484,sikkim
737135,Pincode,2019,1,4863,sikkim
737126,Pincode,2019,1,3693,sikkim
737120,Pincode,2019,1,3393,sikkim
737113,Pincode,2019,1,3139,sikkim
737103,Pincode,2019,1,2669,sikkim
737136,Pincode,2019,1,2338,sikkim
east,District,2019,1,36124,sikkim
south,District,2019,1,11031,sikkim
west,District,2019,1,6479,sikkim
north,District,2019,1,5322,sikkim
737101,Pincode,2019,4,15223,sikkim
737102,Pincode,2019,4,11002,sikkim
737134,Pincode,2019,4,8964,sikkim
737132,Pincode,2019,4,8456,sikkim
737135,Pincode,2019,4,7240,sikkim
737126,Pincode,2019,4,6464,sikkim
737113,Pincode,2019,4,5181,sikkim
737120,Pincode,2019,4,4869,sikkim
737103,Pincode,2019,4,3999,sikkim
737121,Pincode,2019,4,3995,sikkim
east,District,2019,4,55340,sikkim
south,District,2019,4,18461,sikkim
west,District,2019,4,11078,sikkim
north,District,2019,4,8093,sikkim
737101,Pincode,2021,3,29396,sikkim
737102,Pincode,2021,3,20468,sikkim
737134,Pincode,2021,3,18740,sikkim
737132,Pincode,2021,3,15682,sikkim
737126,Pincode,2021,3,14145,sikkim
737135,Pincode,2021,3,13811,sikkim
737113,Pincode,2021,3,10760,sikkim
737121,Pincode,2021,3,9361,sikkim
737120,Pincode,2021,3,8604,sikkim
737103,Pincode,2021,3,7436,sikkim
east,District,2021,3,106352,sikkim
south,District,2021,3,38616,sikkim
west,District,2021,3,24132,sikkim
north,District,2021,3,15593,sikkim
737101,Pincode,2021,2,27441,sikkim
